Green Lantern,"Action, Adventure, Sci-Fi","Reckless test pilot Hal Jordan is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force","Martin Campbell","Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",2011,0,5.6,231907,10,11.0
Sleeping Beauty,"Drama, Romance","A haunting portrait of Lucy","Julia Leigh","Emily Browning, Rachael Blake, Ewen Leslie, Bridgette Barrett",2011,0,5.3,27006,10,11.0
Megan Is Missing,"Drama, Horror, Thriller","Two teenage girls encounter an Internet child predator.","Michael Goi","Amber Perkins, Rachel Quinn, Dean Waite, Jael Elizabeth Steinmeyer",2011,0,4.9,6683,10,11.0

