Clash of the Titans,"Action, Adventure, Fantasy","Perseus demigod","Louis Leterrier","Sam Worthington, Liam Neeson, Ralph Fiennes, Jason Flemyng",2010,0,5.8,238206,10,11.0
Srpski film,"Horror, Mystery, Thriller","An aging porn star agrees to participate in an ""art film"" in order to make a clean break from the business","Srdjan Spasojevic","Srdjan 'Zika' Todorovic, Sergej Trifunovic, Jelena Gavrilovic, Slobodan Bestic",2010,0,5.2,43648,10,11.0
The Last Airbender,"Action, Adventure, Family","Follows the adventures of Aang","M. Night Shyamalan","Noah Ringer, Nicola Peltz, Jackson Rathbone, Dev Patel",2010,0,4.2,125129,10,11.0

