2012,"Action, Adventure, Sci-Fi","A frustrated writer struggles to keep his family alive when a series of global catastrophes threatens to annihilate mankind.","Roland Emmerich","John Cusack, Thandie Newton, Chiwetel Ejiofor, Amanda Peet",2009,0,5.8,297984,null,0.0
Friday the 13th,"Horror","A group of young adults discover a boarded up Camp Crystal Lake","Marcus Nispel","Jared Padalecki, Amanda Righetti, Derek Mears, Danielle Panabaker",2009,0,5.6,78631,null,0.0
Couples Retreat,"Comedy","A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage","Peter Billingsley","Vince Vaughn, Malin Akerman, Jon Favreau, Jason Bateman",2009,0,5.5,86417,null,0.0

